mode: atomic
HealthHub360/main.go:23.13,25.2 1 1
HealthHub360/controllers/doctor.go:31.2,32.16 2 0
HealthHub360/controllers/doctor.go:32.16,35.3 2 0
HealthHub360/controllers/doctor.go:36.2,36.45 1 0
HealthHub360/controllers/doctor.go:44.35,47.42 3 0
HealthHub360/controllers/doctor.go:47.42,50.3 2 0
HealthHub360/controllers/doctor.go:51.2,52.16 2 0
HealthHub360/controllers/doctor.go:52.16,55.3 2 0
HealthHub360/controllers/doctor.go:56.2,56.40 1 0
HealthHub360/controllers/doctor.go:63.40,66.16 3 0
HealthHub360/controllers/doctor.go:66.16,69.3 2 0
HealthHub360/controllers/doctor.go:70.2,70.41 1 0
HealthHub360/controllers/doctor.go:77.38,79.16 2 0
HealthHub360/controllers/doctor.go:79.16,82.3 2 0
HealthHub360/controllers/doctor.go:83.2,83.43 1 0
HealthHub360/controllers/doctor.go:90.35,93.16 3 0
HealthHub360/controllers/doctor.go:93.16,96.3 2 0
HealthHub360/controllers/doctor.go:97.2,97.41 1 0
HealthHub360/controllers/generate.go:9.33,12.2 2 0
HealthHub360/controllers/generate.go:13.37,17.16 3 0
HealthHub360/controllers/generate.go:17.16,20.3 2 0
HealthHub360/controllers/generate.go:21.2,24.4 1 0
HealthHub360/controllers/guardian.go:14.35,16.2 2 0
HealthHub360/controllers/guardian.go:16.2,21.3 4 0
HealthHub360/controllers/guardian.go:24.43,27.42 3 0
HealthHub360/controllers/guardian.go:27.42,30.3 2 0
HealthHub360/controllers/guardian.go:31.2,32.16 2 0
HealthHub360/controllers/guardian.go:32.16,35.3 2 0
HealthHub360/controllers/guardian.go:36.2,36.50 1 0
HealthHub360/controllers/guardian.go:38.42,41.16 3 0
HealthHub360/controllers/guardian.go:41.16,44.3 2 0
HealthHub360/controllers/guardian.go:45.2,45.55 1 0
HealthHub360/controllers/guardian.go:48.40,50.16 2 0
HealthHub360/controllers/guardian.go:50.16,53.3 2 0
HealthHub360/controllers/guardian.go:54.2,54.56 1 0
HealthHub360/controllers/guardian.go:57.37,60.16 3 0
HealthHub360/controllers/guardian.go:60.16,63.3 2 0
HealthHub360/controllers/guardian.go:64.2,64.50 1 0
HealthHub360/controllers/hospital.go:12.35,14.2 2 0
HealthHub360/controllers/hospital.go:14.2,20.3 5 0
HealthHub360/controllers/hospital.go:22.37,24.42 2 0
HealthHub360/controllers/hospital.go:24.42,27.3 2 0
HealthHub360/controllers/hospital.go:28.2,28.57 1 0
HealthHub360/controllers/hospital.go:28.57,31.3 2 0
HealthHub360/controllers/hospital.go:32.2,32.59 1 0
HealthHub360/controllers/hospital.go:34.37,37.42 3 0
HealthHub360/controllers/hospital.go:37.42,40.3 2 0
HealthHub360/controllers/hospital.go:41.2,41.69 1 0
HealthHub360/controllers/hospital.go:41.69,44.3 2 0
HealthHub360/controllers/hospital.go:45.2,45.59 1 0
HealthHub360/controllers/hospital.go:47.42,50.16 3 0
HealthHub360/controllers/hospital.go:50.16,53.3 2 0
HealthHub360/controllers/hospital.go:54.2,54.40 1 0
HealthHub360/controllers/hospital.go:56.39,58.16 2 0
HealthHub360/controllers/hospital.go:58.16,61.3 2 0
HealthHub360/controllers/hospital.go:62.2,62.40 1 0
HealthHub360/controllers/hospital.go:64.43,67.16 3 0
HealthHub360/controllers/hospital.go:67.16,70.3 2 0
HealthHub360/controllers/hospital.go:71.2,71.40 1 0
HealthHub360/controllers/medicalRecord.go:12.35,14.2 2 0
HealthHub360/controllers/medicalRecord.go:14.2,19.3 4 0
HealthHub360/controllers/medicalRecord.go:22.47,25.16 3 0
HealthHub360/controllers/medicalRecord.go:25.16,28.3 2 0
HealthHub360/controllers/medicalRecord.go:29.2,29.50 1 0
HealthHub360/controllers/medicalRecord.go:31.45,33.16 2 0
HealthHub360/controllers/medicalRecord.go:33.16,36.3 2 0
HealthHub360/controllers/medicalRecord.go:37.2,37.50 1 0
HealthHub360/controllers/medicalRecord.go:40.42,44.16 4 0
HealthHub360/controllers/medicalRecord.go:44.16,47.3 2 0
HealthHub360/controllers/medicalRecord.go:48.2,49.16 2 0
HealthHub360/controllers/medicalRecord.go:49.16,52.3 2 0
HealthHub360/controllers/medicalRecord.go:53.2,53.40 1 0
HealthHub360/controllers/medicalRecord.go:56.48,59.16 3 0
HealthHub360/controllers/medicalRecord.go:59.16,62.3 2 0
HealthHub360/controllers/medicalRecord.go:63.2,63.41 1 0
HealthHub360/controllers/medicines.go:14.36,16.2 2 0
HealthHub360/controllers/medicines.go:16.2,22.3 5 0
HealthHub360/controllers/medicines.go:24.38,26.42 2 0
HealthHub360/controllers/medicines.go:26.42,29.3 2 0
HealthHub360/controllers/medicines.go:30.2,31.16 2 0
HealthHub360/controllers/medicines.go:31.16,34.3 2 0
HealthHub360/controllers/medicines.go:35.2,35.50 1 0
HealthHub360/controllers/medicines.go:38.42,41.16 3 0
HealthHub360/controllers/medicines.go:41.16,44.3 2 0
HealthHub360/controllers/medicines.go:45.2,45.55 1 0
HealthHub360/controllers/medicines.go:48.40,50.16 2 0
HealthHub360/controllers/medicines.go:50.16,53.3 2 0
HealthHub360/controllers/medicines.go:54.2,54.56 1 0
HealthHub360/controllers/medicines.go:56.38,59.42 3 0
HealthHub360/controllers/medicines.go:59.42,61.3 1 0
HealthHub360/controllers/medicines.go:62.2,63.16 2 0
HealthHub360/controllers/medicines.go:63.16,67.3 2 0
HealthHub360/controllers/medicines.go:68.2,68.50 1 0
HealthHub360/controllers/medicines.go:71.37,74.16 3 0
HealthHub360/controllers/medicines.go:74.16,78.3 2 0
HealthHub360/controllers/medicines.go:79.2,79.50 1 0
HealthHub360/controllers/nurse.go:12.32,14.2 2 0
HealthHub360/controllers/nurse.go:14.2,20.3 5 0
HealthHub360/controllers/nurse.go:27.34,29.42 2 0
HealthHub360/controllers/nurse.go:29.42,32.3 2 0
HealthHub360/controllers/nurse.go:33.2,34.16 2 0
HealthHub360/controllers/nurse.go:34.16,37.3 2 0
HealthHub360/controllers/nurse.go:38.2,38.45 1 0
HealthHub360/controllers/nurse.go:46.34,49.42 3 0
HealthHub360/controllers/nurse.go:49.42,52.3 2 0
HealthHub360/controllers/nurse.go:53.2,54.16 2 0
HealthHub360/controllers/nurse.go:54.16,57.3 2 0
HealthHub360/controllers/nurse.go:58.2,58.40 1 0
HealthHub360/controllers/nurse.go:65.39,68.16 3 0
HealthHub360/controllers/nurse.go:68.16,71.3 2 0
HealthHub360/controllers/nurse.go:72.2,72.41 1 0
HealthHub360/controllers/nurse.go:78.37,80.16 2 0
HealthHub360/controllers/nurse.go:80.16,83.3 2 0
HealthHub360/controllers/nurse.go:84.2,84.40 1 0
HealthHub360/controllers/nurse.go:90.40,93.16 3 0
HealthHub360/controllers/nurse.go:93.16,96.3 2 0
HealthHub360/controllers/nurse.go:97.2,97.40 1 0
HealthHub360/controllers/patient.go:14.34,16.2 2 0
HealthHub360/controllers/patient.go:16.2,22.3 5 0
HealthHub360/controllers/patient.go:25.36,28.16 3 0
HealthHub360/controllers/patient.go:28.16,31.3 2 0
HealthHub360/controllers/patient.go:32.2,33.16 2 0
HealthHub360/controllers/patient.go:33.16,36.3 2 0
HealthHub360/controllers/patient.go:37.2,37.40 1 0
HealthHub360/controllers/patient.go:40.41,43.16 3 0
HealthHub360/controllers/patient.go:43.16,46.3 2 0
HealthHub360/controllers/patient.go:47.2,47.54 1 0
HealthHub360/controllers/patient.go:50.42,53.42 3 0
HealthHub360/controllers/patient.go:53.42,56.3 2 0
HealthHub360/controllers/patient.go:57.2,58.16 2 0
HealthHub360/controllers/patient.go:58.16,61.3 2 0
HealthHub360/controllers/patient.go:62.2,62.50 1 0
HealthHub360/controllers/patient.go:65.39,67.16 2 0
HealthHub360/controllers/patient.go:67.16,70.3 2 0
HealthHub360/controllers/patient.go:71.2,71.55 1 0
HealthHub360/controllers/patient.go:74.36,77.16 3 0
HealthHub360/controllers/patient.go:77.16,80.3 2 0
HealthHub360/controllers/patient.go:81.2,81.50 1 0
HealthHub360/controllers/pharmacist.go:14.37,16.2 2 0
HealthHub360/controllers/pharmacist.go:16.2,22.3 5 0
HealthHub360/controllers/pharmacist.go:25.41,28.16 3 0
HealthHub360/controllers/pharmacist.go:28.16,31.3 2 0
HealthHub360/controllers/pharmacist.go:32.2,33.16 2 0
HealthHub360/controllers/pharmacist.go:33.16,36.3 2 0
HealthHub360/controllers/pharmacist.go:37.2,37.61 1 0
HealthHub360/controllers/pharmacist.go:40.44,43.16 3 0
HealthHub360/controllers/pharmacist.go:43.16,46.3 2 0
HealthHub360/controllers/pharmacist.go:47.2,47.41 1 0
HealthHub360/controllers/pharmacist.go:50.41,52.16 2 0
HealthHub360/controllers/pharmacist.go:52.16,55.3 2 0
HealthHub360/controllers/pharmacist.go:56.2,56.40 1 0
HealthHub360/controllers/pharmacist.go:59.39,62.16 3 0
HealthHub360/controllers/pharmacist.go:62.16,65.3 2 0
HealthHub360/controllers/pharmacist.go:66.2,68.16 3 0
HealthHub360/controllers/pharmacist.go:68.16,71.3 2 0
HealthHub360/controllers/pharmacist.go:72.2,72.40 1 0
HealthHub360/controllers/pharmacist.go:75.45,78.16 3 0
HealthHub360/controllers/pharmacist.go:78.16,81.3 2 0
HealthHub360/controllers/pharmacist.go:82.2,82.40 1 0
HealthHub360/controllers/prescription.go:14.39,16.2 2 0
HealthHub360/controllers/prescription.go:16.2,22.3 5 0
HealthHub360/controllers/prescription.go:24.41,27.42 3 0
HealthHub360/controllers/prescription.go:27.42,30.3 2 0
HealthHub360/controllers/prescription.go:31.2,32.16 2 0
HealthHub360/controllers/prescription.go:32.16,35.3 2 0
HealthHub360/controllers/prescription.go:36.2,36.50 1 0
HealthHub360/controllers/prescription.go:39.46,42.16 3 0
HealthHub360/controllers/prescription.go:42.16,45.3 2 0
HealthHub360/controllers/prescription.go:46.2,46.59 1 0
HealthHub360/controllers/prescription.go:49.44,51.16 2 0
HealthHub360/controllers/prescription.go:51.16,54.3 2 0
HealthHub360/controllers/prescription.go:55.2,55.60 1 0
HealthHub360/controllers/prescription.go:58.41,62.42 4 0
HealthHub360/controllers/prescription.go:62.42,65.3 2 0
HealthHub360/controllers/prescription.go:66.2,67.16 2 0
HealthHub360/controllers/prescription.go:67.16,70.3 2 0
HealthHub360/controllers/prescription.go:71.2,71.50 1 0
HealthHub360/controllers/prescription.go:74.47,77.16 3 0
HealthHub360/controllers/prescription.go:77.16,80.3 2 0
HealthHub360/controllers/prescription.go:81.2,81.41 1 0
HealthHub360/controllers/receptionist.go:14.39,16.2 2 0
HealthHub360/controllers/receptionist.go:16.2,22.3 5 0
HealthHub360/controllers/receptionist.go:25.43,28.16 3 0
HealthHub360/controllers/receptionist.go:28.16,31.3 2 0
HealthHub360/controllers/receptionist.go:32.2,33.16 2 0
HealthHub360/controllers/receptionist.go:33.16,36.3 2 0
HealthHub360/controllers/receptionist.go:37.2,37.61 1 0
HealthHub360/controllers/receptionist.go:40.46,43.16 3 0
HealthHub360/controllers/receptionist.go:43.16,46.3 2 0
HealthHub360/controllers/receptionist.go:47.2,47.41 1 0
HealthHub360/controllers/receptionist.go:50.43,52.16 2 0
HealthHub360/controllers/receptionist.go:52.16,55.3 2 0
HealthHub360/controllers/receptionist.go:56.2,56.40 1 0
HealthHub360/controllers/receptionist.go:59.41,62.42 3 0
HealthHub360/controllers/receptionist.go:62.42,65.3 2 0
HealthHub360/controllers/receptionist.go:66.2,67.16 2 0
HealthHub360/controllers/receptionist.go:67.16,70.3 2 0
HealthHub360/controllers/receptionist.go:71.2,71.40 1 0
HealthHub360/controllers/receptionist.go:74.41,77.16 3 0
HealthHub360/controllers/receptionist.go:77.16,80.3 2 0
HealthHub360/controllers/receptionist.go:81.2,81.40 1 0
HealthHub360/controllers/role.go:15.31,17.2 2 0
HealthHub360/controllers/role.go:17.2,23.3 5 0
HealthHub360/controllers/role.go:31.33,35.46 2 0
HealthHub360/controllers/role.go:35.46,38.3 2 0
HealthHub360/controllers/role.go:40.2,41.16 2 0
HealthHub360/controllers/role.go:41.16,44.3 2 0
HealthHub360/controllers/role.go:46.2,46.59 1 0
HealthHub360/controllers/role.go:52.32,54.16 2 0
HealthHub360/controllers/role.go:54.16,57.3 2 0
HealthHub360/controllers/role.go:58.2,58.51 1 0
HealthHub360/controllers/role.go:64.33,68.42 3 0
HealthHub360/controllers/role.go:68.42,71.3 2 0
HealthHub360/controllers/role.go:73.2,74.16 2 0
HealthHub360/controllers/role.go:74.16,77.3 2 0
HealthHub360/controllers/role.go:79.2,79.44 1 0
HealthHub360/controllers/role.go:85.36,89.16 4 0
HealthHub360/controllers/role.go:89.16,92.3 2 0
HealthHub360/controllers/role.go:93.2,93.41 1 0
HealthHub360/controllers/role.go:100.33,104.16 4 0
HealthHub360/controllers/role.go:104.16,107.3 2 0
HealthHub360/controllers/role.go:108.2,108.59 1 0
HealthHub360/controllers/superAdmin.go:14.37,16.2 2 0
HealthHub360/controllers/superAdmin.go:16.2,19.3 2 0
HealthHub360/controllers/superAdmin.go:22.41,25.16 3 0
HealthHub360/controllers/superAdmin.go:25.16,28.3 2 0
HealthHub360/controllers/superAdmin.go:29.2,30.16 2 0
HealthHub360/controllers/superAdmin.go:30.16,33.3 2 0
HealthHub360/controllers/superAdmin.go:34.2,34.61 1 0
HealthHub360/controllers/superAdmin.go:37.46,40.16 3 0
HealthHub360/controllers/superAdmin.go:40.16,43.3 2 0
HealthHub360/controllers/superAdmin.go:44.2,44.43 1 0
HealthHub360/controllers/superAdmin.go:47.41,49.44 2 0
HealthHub360/controllers/superAdmin.go:49.44,52.3 2 0
HealthHub360/controllers/superAdmin.go:53.2,55.16 3 0
HealthHub360/controllers/superAdmin.go:55.16,58.3 2 0
HealthHub360/controllers/superAdmin.go:59.2,60.61 2 0
HealthHub360/controllers/tenant.go:15.33,17.2 2 0
HealthHub360/controllers/tenant.go:17.2,23.3 5 0
HealthHub360/controllers/tenant.go:26.35,28.50 2 0
HealthHub360/controllers/tenant.go:28.50,31.3 2 0
HealthHub360/controllers/tenant.go:32.2,32.57 1 0
HealthHub360/controllers/tenant.go:32.57,35.3 2 0
HealthHub360/controllers/tenant.go:36.2,36.69 1 0
HealthHub360/controllers/tenant.go:39.40,42.16 3 0
HealthHub360/controllers/tenant.go:42.16,45.3 2 0
HealthHub360/controllers/tenant.go:46.2,46.53 1 0
HealthHub360/controllers/tenant.go:54.31,56.16 2 0
HealthHub360/controllers/tenant.go:56.16,59.3 2 0
HealthHub360/controllers/tenant.go:60.2,60.54 1 0
HealthHub360/controllers/tenant.go:68.35,72.42 3 0
HealthHub360/controllers/tenant.go:72.42,75.3 2 0
HealthHub360/controllers/tenant.go:77.2,78.16 2 0
HealthHub360/controllers/tenant.go:78.16,81.3 2 0
HealthHub360/controllers/tenant.go:82.2,83.44 2 0
HealthHub360/controllers/tenant.go:91.41,94.16 3 0
HealthHub360/controllers/tenant.go:94.16,97.3 2 0
HealthHub360/controllers/tenant.go:98.2,100.4 1 0
HealthHub360/controllers/test.go:12.31,14.2 2 0
HealthHub360/controllers/test.go:14.2,20.3 5 0
HealthHub360/controllers/test.go:27.33,29.42 2 0
HealthHub360/controllers/test.go:29.42,32.3 2 0
HealthHub360/controllers/test.go:33.2,34.16 2 0
HealthHub360/controllers/test.go:34.16,37.3 2 0
HealthHub360/controllers/test.go:38.2,38.45 1 0
HealthHub360/controllers/test.go:46.33,49.42 3 0
HealthHub360/controllers/test.go:49.42,52.3 2 0
HealthHub360/controllers/test.go:53.2,53.59 1 0
HealthHub360/controllers/test.go:53.59,56.3 2 0
HealthHub360/controllers/test.go:57.2,57.59 1 0
HealthHub360/controllers/test.go:64.38,67.16 3 0
HealthHub360/controllers/test.go:67.16,70.3 2 0
HealthHub360/controllers/test.go:71.2,71.41 1 0
HealthHub360/controllers/test.go:78.36,81.16 3 0
HealthHub360/controllers/test.go:81.16,84.3 2 0
HealthHub360/controllers/test.go:85.2,85.43 1 0
HealthHub360/controllers/test.go:92.33,95.16 3 0
HealthHub360/controllers/test.go:95.16,98.3 2 0
HealthHub360/controllers/test.go:99.2,99.41 1 0
HealthHub360/controllers/testReport.go:14.37,18.2 3 0
HealthHub360/controllers/testReport.go:24.39,27.16 3 0
HealthHub360/controllers/testReport.go:27.16,30.3 2 0
HealthHub360/controllers/testReport.go:31.2,32.45 2 0
HealthHub360/controllers/testReport.go:35.44,38.16 3 0
HealthHub360/controllers/testReport.go:38.16,41.3 2 0
HealthHub360/controllers/testReport.go:42.2,42.47 1 0
HealthHub360/routes/routes.go:11.28,38.2 23 0
HealthHub360/jobs/jobs.go:15.28,20.32 2 0
HealthHub360/jobs/jobs.go:20.32,23.3 2 0
HealthHub360/jobs/jobs.go:25.2,25.11 1 0
HealthHub360/jobs/jobs.go:27.26,31.28 3 0
HealthHub360/jobs/jobs.go:31.28,33.10 2 0
HealthHub360/jobs/jobs.go:33.10,35.12 2 0
HealthHub360/jobs/jobs.go:37.3,38.10 2 0
HealthHub360/jobs/jobs.go:38.10,40.12 2 0
HealthHub360/jobs/jobs.go:43.3,44.10 2 0
HealthHub360/jobs/jobs.go:44.10,46.12 2 0
HealthHub360/jobs/jobs.go:48.3,50.17 2 0
HealthHub360/jobs/jobs.go:50.17,52.4 1 0
HealthHub360/jobs/jobs.go:56.36,59.16 3 0
HealthHub360/jobs/jobs.go:59.16,61.3 1 0
HealthHub360/jobs/jobs.go:62.2,62.13 1 0
HealthHub360/jobs/jobs.go:64.102,72.30 5 0
HealthHub360/jobs/jobs.go:72.30,74.3 1 0
HealthHub360/jobs/jobs.go:75.2,77.16 3 0
HealthHub360/jobs/jobs.go:77.16,80.3 2 0
HealthHub360/jobs/jobs.go:81.2,94.12 4 0
HealthHub360/jobs/jobs.go:96.69,104.16 4 0
HealthHub360/jobs/jobs.go:104.16,106.3 1 0
HealthHub360/jobs/jobs.go:107.2,107.23 1 0
HealthHub360/jobs/jobs.go:109.76,116.32 5 0
HealthHub360/jobs/jobs.go:116.32,127.3 3 0
HealthHub360/jobs/jobs.go:128.2,128.14 1 0
HealthHub360/jobs/jobs.go:130.25,141.37 3 0
HealthHub360/jobs/jobs.go:141.37,149.17 3 0
HealthHub360/jobs/jobs.go:149.17,151.12 2 0
HealthHub360/jobs/jobs.go:154.3,154.17 1 0
HealthHub360/jobs/jobs.go:154.17,160.18 2 0
HealthHub360/jobs/jobs.go:160.18,162.5 1 0
HealthHub360/services/appointment.go:25.61,27.9 2 0
HealthHub360/services/appointment.go:27.9,30.3 2 0
HealthHub360/services/appointment.go:31.2,31.18 1 0
HealthHub360/services/appointment.go:37.66,39.27 2 0
HealthHub360/services/appointment.go:39.27,40.58 1 0
HealthHub360/services/appointment.go:40.58,43.4 2 0
HealthHub360/services/appointment.go:45.2,45.12 1 0
HealthHub360/services/appointment.go:53.106,56.16 2 0
HealthHub360/services/appointment.go:56.16,59.3 2 0
HealthHub360/services/appointment.go:60.2,61.9 2 0
HealthHub360/services/appointment.go:61.9,64.3 2 0
HealthHub360/services/appointment.go:66.2,67.16 2 0
HealthHub360/services/appointment.go:67.16,70.3 2 0
HealthHub360/services/appointment.go:71.2,72.9 2 0
HealthHub360/services/appointment.go:72.9,75.3 2 0
HealthHub360/services/appointment.go:77.2,77.32 1 0
HealthHub360/services/appointment.go:77.32,80.3 2 0
HealthHub360/services/appointment.go:81.2,81.20 1 0
HealthHub360/services/appointment.go:90.112,93.16 3 0
HealthHub360/services/appointment.go:93.16,94.34 1 0
HealthHub360/services/appointment.go:94.34,96.4 1 0
HealthHub360/services/appointment.go:97.3,97.18 1 0
HealthHub360/services/appointment.go:99.2,99.46 1 0
HealthHub360/services/appointment.go:99.46,101.3 1 0
HealthHub360/services/appointment.go:102.2,102.46 1 0
HealthHub360/services/appointment.go:102.46,104.3 1 0
HealthHub360/services/appointment.go:105.2,105.17 1 0
HealthHub360/services/appointment.go:108.81,110.36 2 0
HealthHub360/services/appointment.go:111.19,112.25 1 0
HealthHub360/services/appointment.go:112.25,114.4 1 0
HealthHub360/services/appointment.go:116.21,117.25 1 0
HealthHub360/services/appointment.go:117.25,119.4 1 0
HealthHub360/services/appointment.go:121.10,122.58 1 0
HealthHub360/services/appointment.go:124.2,124.23 1 0
HealthHub360/services/appointment.go:127.79,129.33 2 0
HealthHub360/services/appointment.go:129.33,130.42 1 0
HealthHub360/services/appointment.go:130.42,132.35 2 0
HealthHub360/services/appointment.go:132.35,134.5 1 0
HealthHub360/services/appointment.go:135.4,135.31 1 0
HealthHub360/services/appointment.go:135.31,137.5 1 0
HealthHub360/services/appointment.go:138.4,138.9 1 0
HealthHub360/services/appointment.go:142.2,142.16 1 0
HealthHub360/services/appointment.go:142.16,144.3 1 0
HealthHub360/services/appointment.go:145.2,145.12 1 0
HealthHub360/services/appointment.go:154.135,157.16 2 0
HealthHub360/services/appointment.go:157.16,159.3 1 0
HealthHub360/services/appointment.go:161.2,161.58 1 0
HealthHub360/services/appointment.go:161.58,163.3 1 0
HealthHub360/services/appointment.go:164.2,178.16 4 0
HealthHub360/services/appointment.go:178.16,180.3 1 0
HealthHub360/services/appointment.go:181.2,181.12 1 0
HealthHub360/services/appointment.go:189.174,191.16 2 0
HealthHub360/services/appointment.go:191.16,194.3 2 0
HealthHub360/services/appointment.go:196.2,211.16 3 0
HealthHub360/services/appointment.go:211.16,214.3 2 0
HealthHub360/services/appointment.go:215.2,219.16 5 0
HealthHub360/services/appointment.go:219.16,221.3 1 0
HealthHub360/services/appointment.go:222.2,223.16 2 0
HealthHub360/services/appointment.go:223.16,226.3 2 0
HealthHub360/services/appointment.go:227.2,227.25 1 0
HealthHub360/services/appointment.go:246.70,258.2 1 0
HealthHub360/services/appointment.go:259.76,262.27 3 0
HealthHub360/services/appointment.go:262.27,264.3 1 0
HealthHub360/services/appointment.go:264.8,267.10 3 0
HealthHub360/services/appointment.go:267.10,270.4 2 0
HealthHub360/services/appointment.go:271.3,271.25 1 0
HealthHub360/services/appointment.go:271.25,272.33 1 0
HealthHub360/services/appointment.go:272.33,274.5 1 0
HealthHub360/services/appointment.go:277.2,277.26 1 0
HealthHub360/services/appointment.go:280.77,282.27 1 0
HealthHub360/services/appointment.go:282.27,285.17 3 0
HealthHub360/services/appointment.go:285.17,288.4 2 0
HealthHub360/services/appointment.go:289.3,290.10 2 0
HealthHub360/services/appointment.go:290.10,293.4 2 0
HealthHub360/services/appointment.go:294.3,294.19 1 0
HealthHub360/services/appointment.go:294.19,297.4 2 0
HealthHub360/services/appointment.go:299.2,299.12 1 0
HealthHub360/services/appointment.go:307.98,311.16 3 0
HealthHub360/services/appointment.go:311.16,314.3 2 0
HealthHub360/services/appointment.go:315.2,318.16 4 0
HealthHub360/services/appointment.go:318.16,320.3 1 0
HealthHub360/services/appointment.go:321.2,321.67 1 0
HealthHub360/services/appointment.go:321.67,323.3 1 0
HealthHub360/services/appointment.go:324.2,335.16 6 0
HealthHub360/services/appointment.go:335.16,338.3 2 0
HealthHub360/services/appointment.go:339.2,342.16 4 0
HealthHub360/services/appointment.go:342.16,345.3 2 0
HealthHub360/services/appointment.go:346.2,348.16 3 0
HealthHub360/services/appointment.go:348.16,350.3 1 0
HealthHub360/services/appointment.go:351.2,352.16 2 0
HealthHub360/services/appointment.go:352.16,354.3 1 0
HealthHub360/services/appointment.go:355.2,355.12 1 0
HealthHub360/services/appointment.go:369.118,372.16 2 0
HealthHub360/services/appointment.go:372.16,375.3 2 0
HealthHub360/services/appointment.go:376.2,378.55 2 0
HealthHub360/services/appointment.go:378.55,381.3 2 0
HealthHub360/services/appointment.go:383.2,384.16 2 0
HealthHub360/services/appointment.go:384.16,387.3 2 0
HealthHub360/services/appointment.go:389.2,390.16 2 0
HealthHub360/services/appointment.go:390.16,393.3 2 0
HealthHub360/services/appointment.go:394.2,402.16 5 0
HealthHub360/services/appointment.go:402.16,405.3 2 0
HealthHub360/services/appointment.go:406.2,407.16 2 0
HealthHub360/services/appointment.go:407.16,410.3 2 0
HealthHub360/services/appointment.go:412.2,413.98 2 0
HealthHub360/services/appointment.go:413.98,416.3 2 0
HealthHub360/services/appointment.go:417.2,419.16 3 0
HealthHub360/services/appointment.go:419.16,422.3 2 0
HealthHub360/services/appointment.go:423.2,425.16 3 0
HealthHub360/services/appointment.go:425.16,427.3 1 0
HealthHub360/services/appointment.go:429.2,441.23 4 0
HealthHub360/services/appointment.go:441.23,444.3 2 0
HealthHub360/services/appointment.go:446.2,448.16 3 0
HealthHub360/services/appointment.go:448.16,451.3 2 0
HealthHub360/services/appointment.go:452.2,455.21 4 0
HealthHub360/services/appointment.go:455.21,458.3 2 0
HealthHub360/services/appointment.go:460.2,460.36 1 0
HealthHub360/services/appointment.go:472.99,484.16 9 0
HealthHub360/services/appointment.go:484.16,487.3 2 0
HealthHub360/services/appointment.go:489.2,489.125 1 0
HealthHub360/services/appointment.go:489.125,491.3 1 0
HealthHub360/services/appointment.go:492.2,497.16 5 0
HealthHub360/services/appointment.go:497.16,500.3 2 0
HealthHub360/services/appointment.go:502.2,502.106 1 0
HealthHub360/services/appointment.go:502.106,504.3 1 0
HealthHub360/services/appointment.go:505.2,506.16 2 0
HealthHub360/services/appointment.go:506.16,508.3 1 0
HealthHub360/services/appointment.go:510.2,510.20 1 0
HealthHub360/services/appointment.go:520.65,529.18 8 0
HealthHub360/services/appointment.go:529.18,531.3 1 0
HealthHub360/services/appointment.go:531.8,531.51 1 0
HealthHub360/services/appointment.go:531.51,535.3 1 0
HealthHub360/services/appointment.go:535.8,535.53 1 0
HealthHub360/services/appointment.go:535.53,539.3 1 0
HealthHub360/services/appointment.go:539.8,539.57 1 0
HealthHub360/services/appointment.go:539.57,543.17 4 0
HealthHub360/services/appointment.go:543.17,546.4 2 0
HealthHub360/services/appointment.go:547.3,549.4 1 0
HealthHub360/services/appointment.go:550.8,550.51 1 0
HealthHub360/services/appointment.go:550.51,554.3 1 0
HealthHub360/services/appointment.go:554.8,554.50 1 0
HealthHub360/services/appointment.go:554.50,558.3 1 0
HealthHub360/services/appointment.go:558.8,561.3 2 0
HealthHub360/services/appointment.go:562.2,564.16 3 0
HealthHub360/services/appointment.go:564.16,567.3 2 0
HealthHub360/services/appointment.go:568.2,568.17 1 0
HealthHub360/services/appointment.go:577.84,580.9 3 0
HealthHub360/services/appointment.go:580.9,582.3 1 0
HealthHub360/services/appointment.go:583.2,590.16 5 0
HealthHub360/services/appointment.go:590.16,594.3 2 0
HealthHub360/services/appointment.go:595.2,595.61 1 0
HealthHub360/services/appointment.go:595.61,598.3 2 0
HealthHub360/services/appointment.go:599.2,600.16 2 0
HealthHub360/services/appointment.go:600.16,603.3 2 0
HealthHub360/services/appointment.go:604.2,607.16 4 0
HealthHub360/services/appointment.go:607.16,610.3 2 0
HealthHub360/services/appointment.go:611.2,612.17 2 0
HealthHub360/services/appointment.go:615.73,619.2 3 0
HealthHub360/services/appointment.go:620.88,622.9 2 0
HealthHub360/services/appointment.go:622.9,625.3 2 0
HealthHub360/services/appointment.go:626.2,626.26 1 0
HealthHub360/services/appointment.go:626.26,629.3 2 0
HealthHub360/services/appointment.go:630.2,630.12 1 0
HealthHub360/services/appointment.go:632.98,634.16 2 0
HealthHub360/services/appointment.go:634.16,637.3 2 0
HealthHub360/services/appointment.go:638.2,639.9 2 0
HealthHub360/services/appointment.go:639.9,642.3 2 0
HealthHub360/services/appointment.go:643.2,643.55 1 0
HealthHub360/services/appointment.go:643.55,646.3 2 0
HealthHub360/services/appointment.go:647.2,647.12 1 0
HealthHub360/services/appointment.go:649.85,654.52 3 0
HealthHub360/services/appointment.go:654.52,656.3 1 0
HealthHub360/services/appointment.go:658.2,658.46 1 0
HealthHub360/services/appointment.go:658.46,660.3 1 0
